"sample_library_id","sample_id","position","angle_twotheta","intensity_arbu"
"6826","212300","1","19.0","0"
"6826","212300","1","19.05","158.6"
"6826","212300","1","19.1","316.7"
"6826","212300","1","19.15","-872.6"
"6826","212300","1","19.2","1178"
"6826","212300","1","19.25","-215.7"
"6826","212300","1","19.3","-536.2"
"6826","212300","1","19.35","474.6"
"6826","212300","1","19.4","-290.2"
"6826","212300","1","19.45","237"
"6826","212300","1","19.5","1280"
"6826","212300","1","19.55","-339.5"
"6826","212300","1","19.6","-78.4"
"6826","212300","1","19.65","-24.37"
"6826","212300","1","19.7","-755"
"6826","212300","1","19.75","1335"
"6826","212300","1","19.8","700.3"
"6826","212300","1","19.85","-529.9"
"6826","212300","1","19.9","-103"
"6826","212300","1","19.95","-147.4"
"6826","212300","1","20.0","915.7"
"6826","212300","1","20.05","672.5"
"6826","212300","1","20.1","1243"
"6826","212300","1","20.15","257.5"
"6826","212300","1","20.2","2365"
"6826","212300","1","20.25","1610"
"6826","212300","1","20.3","976.4"
"6826","212300","1","20.35","1239"
"6826","212300","1","20.4","1047"
"6826","212300","1","20.45","1362"
"6826","212300","1","20.5","2237"
"6826","212300","1","20.55","2765"
"6826","212300","1","20.6","2424"
"6826","212300","1","20.65","2912"
"6826","212300","1","20.7","3695"
"6826","212300","1","20.75","3522"
"6826","212300","1","20.8","3078"
"6826","212300","1","20.85","2922"
"6826","212300","1","20.9","4326"
"6826","212300","1","20.95","5191"
"6826","212300","1","21.0","3941"
"6826","212300","1","21.05","4068"
"6826","212300","1","21.1","5397"
"6826","212300","1","21.15","7426"
"6826","212300","1","21.2","5360"
"6826","212300","1","21.25","4332"
"6826","212300","1","21.3","5323"
"6826","212300","1","21.35","4165"
"6826","212300","1","21.4","6079"
"6826","212300","1","21.45","5843"
"6826","212300","1","21.5","5423"
"6826","212300","1","21.55","6087"
"6826","212300","1","21.6","5621"
"6826","212300","1","21.65","5689"
"6826","212300","1","21.7","5164"
"6826","212300","1","21.75","7554"
"6826","212300","1","21.8","5205"
"6826","212300","1","21.85","8162"
"6826","212300","1","21.9","5215"
"6826","212300","1","21.95","5264"
"6826","212300","1","22.0","6099"
"6826","212300","1","22.05","7699"
"6826","212300","1","22.1","7296"
"6826","212300","1","22.15","7333"
"6826","212300","1","22.2","8422"
"6826","212300","1","22.25","6520"
"6826","212300","1","22.3","7925"
"6826","212300","1","22.35","7845"
"6826","212300","1","22.4","8883"
"6826","212300","1","22.45","6309"
"6826","212300","1","22.5","8598"
"6826","212300","1","22.55","10440"
"6826","212300","1","22.6","9578"
"6826","212300","1","22.65","9833"
"6826","212300","1","22.7","8082"
"6826","212300","1","22.75","9317"
"6826","212300","1","22.8","9696"
"6826","212300","1","22.85","8893"
"6826","212300","1","22.9","7851"
"6826","212300","1","22.95","8971"
"6826","212300","1","23.0","9457"
"6826","212300","1","23.05","8571"
"6826","212300","1","23.1","8571"
"6826","212300","1","23.15","10310"
"6826","212300","1","23.2","10540"
"6826","212300","1","23.25","10010"
"6826","212300","1","23.3","7928"
"6826","212300","1","23.35","9070"
"6826","212300","1","23.4","10890"
"6826","212300","1","23.45","10110"
"6826","212300","1","23.5","10510"
"6826","212300","1","23.55","9070"
"6826","212300","1","23.6","10460"
"6826","212300","1","23.65","8064"
"6826","212300","1","23.7","8561"
"6826","212300","1","23.75","9126"
"6826","212300","1","23.8","10120"
"6826","212300","1","23.85","8838"
"6826","212300","1","23.9","9200"
"6826","212300","1","23.95","10420"
"6826","212300","1","24.0","8690"
"6826","212300","1","24.05","8885"
"6826","212300","1","24.1","8049"
"6826","212300","1","24.15","8118"
"6826","212300","1","24.2","7857"
"6826","212300","1","24.25","9508"
"6826","212300","1","24.3","7569"
"6826","212300","1","24.35","5998"
"6826","212300","1","24.4","9029"
"6826","212300","1","24.45","8523"
"6826","212300","1","24.5","8411"
"6826","212300","1","24.55","12260"
"6826","212300","1","24.6","10940"
"6826","212300","1","24.65","9275"
"6826","212300","1","24.7","8022"
"6826","212300","1","24.75","7381"
"6826","212300","1","24.8","9902"
"6826","212300","1","24.85","7905"
"6826","212300","1","24.9","8496"
"6826","212300","1","24.95","9920"
"6826","212300","1","25.0","9349"
"6826","212300","1","25.05","9247"
"6826","212300","1","25.1","7909"
"6826","212300","1","25.15","7123"
"6826","212300","1","25.2","9140"
"6826","212300","1","25.25","8026"
"6826","212300","1","25.3","7086"
"6826","212300","1","25.35","8652"
"6826","212300","1","25.4","10190"
"6826","212300","1","25.45","7927"
"6826","212300","1","25.5","7542"
"6826","212300","1","25.55","5952"
"6826","212300","1","25.6","5878"
"6826","212300","1","25.65","7238"
"6826","212300","1","25.7","7935"
"6826","212300","1","25.75","8943"
"6826","212300","1","25.8","8661"
"6826","212300","1","25.85","6457"
"6826","212300","1","25.9","6681"
"6826","212300","1","25.95","7268"
"6826","212300","1","26.0","8576"
"6826","212300","1","26.05","7038"
"6826","212300","1","26.1","6903"
"6826","212300","1","26.15","8186"
"6826","212300","1","26.2","7979"
"6826","212300","1","26.25","8096"
"6826","212300","1","26.3","8614"
"6826","212300","1","26.35","6905"
"6826","212300","1","26.4","6874"
"6826","212300","1","26.45","8031"
"6826","212300","1","26.5","7610"
"6826","212300","1","26.55","9675"
"6826","212300","1","26.6","5846"
"6826","212300","1","26.65","7955"
"6826","212300","1","26.7","8676"
"6826","212300","1","26.75","7700"
"6826","212300","1","26.8","6881"
"6826","212300","1","26.85","6381"
"6826","212300","1","26.9","8324"
"6826","212300","1","26.95","7793"
"6826","212300","1","27.0","8346"
"6826","212300","1","27.05","8763"
"6826","212300","1","27.1","9503"
"6826","212300","1","27.15","9296"
"6826","212300","1","27.2","10400"
"6826","212300","1","27.25","7420"
"6826","212300","1","27.3","8141"
"6826","212300","1","27.35","8955"
"6826","212300","1","27.4","7934"
"6826","212300","1","27.45","7628"
"6826","212300","1","27.5","8818"
"6826","212300","1","27.55","7492"
"6826","212300","1","27.6","6402"
"6826","212300","1","27.65","6205"
"6826","212300","1","27.7","7029"
"6826","212300","1","27.75","7506"
"6826","212300","1","27.8","8004"
"6826","212300","1","27.85","8285"
"6826","212300","1","27.9","7062"
"6826","212300","1","27.95","7413"
"6826","212300","1","28.0","8935"
"6826","212300","1","28.05","7148"
"6826","212300","1","28.1","7369"
"6826","212300","1","28.15","9086"
"6826","212300","1","28.2","7213"
"6826","212300","1","28.25","8948"
"6826","212300","1","28.3","7054"
"6826","212300","1","28.35","5580"
"6826","212300","1","28.4","6032"
"6826","212300","1","28.45","8208"
"6826","212300","1","28.5","6233"
"6826","212300","1","28.55","6582"
"6826","212300","1","28.6","7078"
"6826","212300","1","28.65","6236"
"6826","212300","1","28.7","5659"
"6826","212300","1","28.75","5637"
"6826","212300","1","28.8","6128"
"6826","212300","1","28.85","7060"
"6826","212300","1","28.9","6181"
"6826","212300","1","28.95","6668"
"6826","212300","1","29.0","5135"
"6826","212300","1","29.05","6129"
"6826","212300","1","29.1","8188"
"6826","212300","1","29.15","6561"
"6826","212300","1","29.2","5960"
"6826","212300","1","29.25","7141"
"6826","212300","1","29.3","7268"
"6826","212300","1","29.35","6471"
"6826","212300","1","29.4","8024"
"6826","212300","1","29.45","5276"
"6826","212300","1","29.5","5188"
"6826","212300","1","29.55","5922"
"6826","212300","1","29.6","6488"
"6826","212300","1","29.65","4343"
"6826","212300","1","29.7","6320"
"6826","212300","1","29.75","5672"
"6826","212300","1","29.8","5719"
"6826","212300","1","29.85","4341"
"6826","212300","1","29.9","3016"
"6826","212300","1","29.95","5262"
"6826","212300","1","30.0","5357"
"6826","212300","1","30.05","4244"
"6826","212300","1","30.1","3479"
"6826","212300","1","30.15","2740"
"6826","212300","1","30.2","2762"
"6826","212300","1","30.25","4178"
"6826","212300","1","30.3","3192"
"6826","212300","1","30.35","3930"
"6826","212300","1","30.4","2000"
"6826","212300","1","30.45","3525"
"6826","212300","1","30.5","3340"
"6826","212300","1","30.55","768.2"
"6826","212300","1","30.6","1141"
"6826","212300","1","30.65","5203"
"6826","212300","1","30.7","2559"
"6826","212300","1","30.75","1808"
"6826","212300","1","30.8","3371"
"6826","212300","1","30.85","3066"
"6826","212300","1","30.9","520.7"
"6826","212300","1","30.95","822.2"
"6826","212300","1","31.0","2164"
"6826","212300","1","31.05","1640"
"6826","212300","1","31.1","2969"
"6826","212300","1","31.15","864.1"
"6826","212300","1","31.2","3040"
"6826","212300","1","31.25","3540"
"6826","212300","1","31.3","1023"
"6826","212300","1","31.35","1812"
"6826","212300","1","31.4","2214"
"6826","212300","1","31.45","-35.23"
"6826","212300","1","31.5","795.9"
"6826","212300","1","31.55","2288"
"6826","212300","1","31.6","629.1"
"6826","212300","1","31.65","591.4"
"6826","212300","1","31.7","1102"
"6826","212300","1","31.75","-224.2"
"6826","212300","1","31.8","1566"
"6826","212300","1","31.85","-1127"
"6826","212300","1","31.9","902.2"
"6826","212300","1","31.95","1581"
"6826","212300","1","32.0","2328"
"6826","212300","1","32.05","988.5"
"6826","212300","1","32.1","1062"
"6826","212300","1","32.15","1397"
"6826","212300","1","32.2","472.5"
"6826","212300","1","32.25","55.95"
"6826","212300","1","32.3","224.2"
"6826","212300","1","32.35","708.7"
"6826","212300","1","32.4","1533"
"6826","212300","1","32.45","1554"
"6826","212300","1","32.5","909.5"
"6826","212300","1","32.55","1823"
"6826","212300","1","32.6","1251"
"6826","212300","1","32.65","1549"
"6826","212300","1","32.7","-356.2"
"6826","212300","1","32.75","2685"
"6826","212300","1","32.8","789.7"
"6826","212300","1","32.85","-293.1"
"6826","212300","1","32.9","740"
"6826","212300","1","32.95","-738.6"
"6826","212300","1","33.0","163.2"
"6826","212300","1","33.05","690.7"
"6826","212300","1","33.1","234.8"
"6826","212300","1","33.15","773.1"
"6826","212300","1","33.2","1851"
"6826","212300","1","33.25","-775.3"
"6826","212300","1","33.3","2309"
"6826","212300","1","33.35","701.7"
"6826","212300","1","33.4","365.7"
"6826","212300","1","33.45","69.68"
"6826","212300","1","33.5","-638.3"
"6826","212300","1","33.55","-325.6"
"6826","212300","1","33.6","791.5"
"6826","212300","1","33.65","262.8"
"6826","212300","1","33.7","547.3"
"6826","212300","1","33.75","-162.6"
"6826","212300","1","33.8","545.2"
"6826","212300","1","33.85","-392.2"
"6826","212300","1","33.9","-805.4"
"6826","212300","1","33.95","-463.6"
"6826","212300","1","34.0","243.3"
"6826","212300","1","34.05","1319"
"6826","212300","1","34.1","646.1"
"6826","212300","1","34.15","507.2"
"6826","212300","1","34.2","-179.6"
"6826","212300","1","34.25","315.9"
"6826","212300","1","34.3","2193"
"6826","212300","1","34.35","435.2"
"6826","212300","1","34.4","1246"
"6826","212300","1","34.45","983.9"
"6826","212300","1","34.5","-372.1"
"6826","212300","1","34.55","-284.6"
"6826","212300","1","34.6","611.4"
"6826","212300","1","34.65","462.1"
"6826","212300","1","34.7","-541.4"
"6826","212300","1","34.75","1260"
"6826","212300","1","34.8","492.4"
"6826","212300","1","34.85","641.7"
"6826","212300","1","34.9","-1182"
"6826","212300","1","34.95","-170.1"
"6826","212300","1","35.0","2718"
"6826","212300","1","35.05","-425.2"
"6826","212300","1","35.1","-247.9"
"6826","212300","1","35.15","309.3"
"6826","212300","1","35.2","699.8"
"6826","212300","1","35.25","1443"
"6826","212300","1","35.3","1398"
"6826","212300","1","35.35","422.3"
"6826","212300","1","35.4","254.2"
"6826","212300","1","35.45","-299"
"6826","212300","1","35.5","-12.86"
"6826","212300","1","35.55","-344.4"
"6826","212300","1","35.6","-864.1"
"6826","212300","1","35.65","753.4"
"6826","212300","1","35.7","506.1"
"6826","212300","1","35.75","310.2"
"6826","212300","1","35.8","241.7"
"6826","212300","1","35.85","143"
"6826","212300","1","35.9","530.4"
"6826","212300","1","35.95","-604.3"
"6826","212300","1","36.0","1600"
"6826","212300","1","36.05","-935.3"
"6826","212300","1","36.1","84.14"
"6826","212300","1","36.15","525.7"
"6826","212300","1","36.2","602.6"
"6826","212300","1","36.25","2332"
"6826","212300","1","36.3","1058"
"6826","212300","1","36.35","2024"
"6826","212300","1","36.4","416.7"
"6826","212300","1","36.45","-244.9"
"6826","212300","1","36.5","-937.2"
"6826","212300","1","36.55","-132.4"
"6826","212300","1","36.6","587.4"
"6826","212300","1","36.65","425"
"6826","212300","1","36.7","228.4"
"6826","212300","1","36.75","-784.8"
"6826","212300","1","36.8","471.4"
"6826","212300","1","36.85","754.6"
"6826","212300","1","36.9","1152"
"6826","212300","1","36.95","1246"
"6826","212300","1","37.0","932.1"
"6826","212300","1","37.05","1041"
"6826","212300","1","37.1","589.6"
"6826","212300","1","37.15","1117"
"6826","212300","1","37.2","620.2"
"6826","212300","1","37.25","138.6"
"6826","212300","1","37.3","520.7"
"6826","212300","1","37.35","-45"
"6826","212300","1","37.4","480.1"
"6826","212300","1","37.45","1276"
"6826","212300","1","37.5","-683.9"
"6826","212300","1","37.55","-650.3"
"6826","212300","1","37.6","196.9"
"6826","212300","1","37.65","397.9"
"6826","212300","1","37.7","191.7"
"6826","212300","1","37.75","-618.3"
"6826","212300","1","37.8","2289"
"6826","212300","1","37.85","865"
"6826","212300","1","37.9","-787.5"
"6826","212300","1","37.95","202.3"
"6826","212300","1","38.0","841.1"
"6826","212300","1","38.05","370.2"
"6826","212300","1","38.1","638.4"
"6826","212300","1","38.15","222.8"
"6826","212300","1","38.2","-935.9"
"6826","212300","1","38.25","20.7"
"6826","212300","1","38.3","249"
"6826","212300","1","38.35","-1083"
"6826","212300","1","38.4","786.2"
"6826","212300","1","38.45","-912"
"6826","212300","1","38.5","1113"
"6826","212300","1","38.55","1287"
"6826","212300","1","38.6","568.9"
"6826","212300","1","38.65","814"
"6826","212300","1","38.7","-110.5"
"6826","212300","1","38.75","262.1"
"6826","212300","1","38.8","329"
"6826","212300","1","38.85","322.3"
"6826","212300","1","38.9","1968"
"6826","212300","1","38.95","2138"
"6826","212300","1","39.0","-887.1"
"6826","212300","1","39.05","-438.6"
"6826","212300","1","39.1","-236.2"
"6826","212300","1","39.15","259.4"
"6826","212300","1","39.2","-721.7"
"6826","212300","1","39.25","-587.3"
"6826","212300","1","39.3","1451"
"6826","212300","1","39.35","-526.1"
"6826","212300","1","39.4","2002"
"6826","212300","1","39.45","980.4"
"6826","212300","1","39.5","817.7"
"6826","212300","1","39.55","1683"
"6826","212300","1","39.6","820.4"
"6826","212300","1","39.65","687"
"6826","212300","1","39.7","2049"
"6826","212300","1","39.75","511"
"6826","212300","1","39.8","-853.5"
"6826","212300","1","39.85","-575"
"6826","212300","1","39.9","-266"
"6826","212300","1","39.95","136.9"
"6826","212300","1","40.0","-270.2"
"6826","212300","1","40.05","1865"
"6826","212300","1","40.1","565.6"
"6826","212300","1","40.15","-31.95"
"6826","212300","1","40.2","1378"
"6826","212300","1","40.25","165.9"
"6826","212300","1","40.3","-232.3"
"6826","212300","1","40.35","-628"
"6826","212300","1","40.4","1399"
"6826","212300","1","40.45","1105"
"6826","212300","1","40.5","576.8"
"6826","212300","1","40.55","2232"
"6826","212300","1","40.6","2408"
"6826","212300","1","40.65","2391"
"6826","212300","1","40.7","3123"
"6826","212300","1","40.75","1246"
"6826","212300","1","40.8","3322"
"6826","212300","1","40.85","1875"
"6826","212300","1","40.9","2898"
"6826","212300","1","40.95","1943"
"6826","212300","1","41.0","1450"
"6826","212300","1","41.05","2939"
"6826","212300","1","41.1","2322"
"6826","212300","1","41.15","2128"
"6826","212300","1","41.2","2768"
"6826","212300","1","41.25","976.6"
"6826","212300","1","41.3","633.7"
"6826","212300","1","41.35","762.2"
"6826","212300","1","41.4","1550"
"6826","212300","1","41.45","2583"
"6826","212300","1","41.5","1187"
"6826","212300","1","41.55","3106"
"6826","212300","1","41.6","4067"
"6826","212300","1","41.65","1838"
"6826","212300","1","41.7","1500"
"6826","212300","1","41.75","2070"
"6826","212300","1","41.8","3364"
"6826","212300","1","41.85","3383"
"6826","212300","1","41.9","3455"
"6826","212300","1","41.95","3208"
"6826","212300","1","42.0","2456"
"6826","212300","1","42.05","3466"
"6826","212300","1","42.1","4370"
"6826","212300","1","42.15","3553"
"6826","212300","1","42.2","3411"
"6826","212300","1","42.25","3156"
"6826","212300","1","42.3","2734"
"6826","212300","1","42.35","3686"
"6826","212300","1","42.4","3900"
"6826","212300","1","42.45","2667"
"6826","212300","1","42.5","3190"
"6826","212300","1","42.55","1257"
"6826","212300","1","42.6","4335"
"6826","212300","1","42.65","2294"
"6826","212300","1","42.7","2095"
"6826","212300","1","42.75","2845"
"6826","212300","1","42.8","3479"
"6826","212300","1","42.85","3748"
"6826","212300","1","42.9","3254"
"6826","212300","1","42.95","3069"
"6826","212300","1","43.0","1751"
"6826","212300","1","43.05","4852"
"6826","212300","1","43.1","2859"
"6826","212300","1","43.15","3398"
"6826","212300","1","43.2","3600"
"6826","212300","1","43.25","3520"
"6826","212300","1","43.3","3460"
"6826","212300","1","43.35","4289"
"6826","212300","1","43.4","4545"
"6826","212300","1","43.45","4109"
"6826","212300","1","43.5","3162"
"6826","212300","1","43.55","5111"
"6826","212300","1","43.6","3824"
"6826","212300","1","43.65","4209"
"6826","212300","1","43.7","3281"
"6826","212300","1","43.75","2930"
"6826","212300","1","43.8","3549"
"6826","212300","1","43.85","3299"
"6826","212300","1","43.9","3039"
"6826","212300","1","43.95","3906"
"6826","212300","1","44.0","3075"
"6826","212300","1","44.05","3986"
"6826","212300","1","44.1","3175"
"6826","212300","1","44.15","2360"
"6826","212300","1","44.2","3315"
"6826","212300","1","44.25","3720"
"6826","212300","1","44.3","3927"
"6826","212300","1","44.35","3207"
"6826","212300","1","44.4","3152"
"6826","212300","1","44.45","3176"
"6826","212300","1","44.5","2394"
"6826","212300","1","44.55","3337"
"6826","212300","1","44.6","3751"
"6826","212300","1","44.65","3743"
"6826","212300","1","44.7","3458"
"6826","212300","1","44.75","2952"
"6826","212300","1","44.8","2275"
"6826","212300","1","44.85","1913"
"6826","212300","1","44.9","2639"
"6826","212300","1","44.95","2438"
"6826","212300","1","45.0","2798"
"6826","212300","1","45.05","2882"
"6826","212300","1","45.1","3454"
"6826","212300","1","45.15","2171"
"6826","212300","1","45.2","1757"
"6826","212300","1","45.25","2463"
"6826","212300","1","45.3","2015"
"6826","212300","1","45.35","1723"
"6826","212300","1","45.4","275.3"
"6826","212300","1","45.45","1767"
"6826","212300","1","45.5","2216"
"6826","212300","1","45.55","2683"
"6826","212300","1","45.6","3669"
"6826","212300","1","45.65","1858"
"6826","212300","1","45.7","1493"
"6826","212300","1","45.75","2158"
"6826","212300","1","45.8","2364"
"6826","212300","1","45.85","1766"
"6826","212300","1","45.9","1614"
"6826","212300","1","45.95","728.6"
"6826","212300","1","46.0","1531"
"6826","212300","1","46.05","2394"
"6826","212300","1","46.1","2123"
"6826","212300","1","46.15","988.1"
"6826","212300","1","46.2","1600"
"6826","212300","1","46.25","2562"
"6826","212300","1","46.3","2139"
"6826","212300","1","46.35","42.56"
"6826","212300","1","46.4","1762"
"6826","212300","1","46.45","1755"
"6826","212300","1","46.5","583.6"
"6826","212300","1","46.55","736.5"
"6826","212300","1","46.6","1708"
"6826","212300","1","46.65","1123"
"6826","212300","1","46.7","1241"
"6826","212300","1","46.75","695.9"
"6826","212300","1","46.8","1349"
"6826","212300","1","46.85","438.8"
"6826","212300","1","46.9","-194.8"
"6826","212300","1","46.95","826.9"
"6826","212300","1","47.0","-27.53"
"6826","212300","1","47.05","1658"
"6826","212300","1","47.1","860.4"
"6826","212300","1","47.15","981.6"
"6826","212300","1","47.2","1024"
"6826","212300","1","47.25","1398"
"6826","212300","1","47.3","917"
"6826","212300","1","47.35","1101"
"6826","212300","1","47.4","1211"
"6826","212300","1","47.45","1592"
"6826","212300","1","47.5","1042"
"6826","212300","1","47.55","1468"
"6826","212300","1","47.6","444.7"
"6826","212300","1","47.65","1410"
"6826","212300","1","47.7","1466"
"6826","212300","1","47.75","1541"
"6826","212300","1","47.8","1802"
"6826","212300","1","47.85","-155.1"
"6826","212300","1","47.9","552.9"
"6826","212300","1","47.95","1177"
"6826","212300","1","48.0","585.1"
"6826","212300","1","48.05","1339"
"6826","212300","1","48.1","460"
"6826","212300","1","48.15","174.5"
"6826","212300","1","48.2","1029"
"6826","212300","1","48.25","507.5"
"6826","212300","1","48.3","595.5"
"6826","212300","1","48.35","571.1"
"6826","212300","1","48.4","-29.31"
"6826","212300","1","48.45","392.5"
"6826","212300","1","48.5","812.3"
"6826","212300","1","48.55","621.7"
"6826","212300","1","48.6","1628"
"6826","212300","1","48.65","781.6"
"6826","212300","1","48.7","541.6"
"6826","212300","1","48.75","1843"
"6826","212300","1","48.8","752.2"
"6826","212300","1","48.85","776.7"
"6826","212300","1","48.9","182.9"
"6826","212300","1","48.95","957.8"
"6826","212300","1","49.0","1114"
"6826","212300","1","49.05","748.2"
"6826","212300","1","49.1","1492"
"6826","212300","1","49.15","1266"
"6826","212300","1","49.2","992.1"
"6826","212300","1","49.25","508.8"
"6826","212300","1","49.3","530.7"
"6826","212300","1","49.35","556.8"
"6826","212300","1","49.4","2183"
"6826","212300","1","49.45","1910"
"6826","212300","1","49.5","376.4"
"6826","212300","1","49.55","738.4"
"6826","212300","1","49.6","1661"
"6826","212300","1","49.65","176.6"
"6826","212300","1","49.7","1244"
"6826","212300","1","49.75","1845"
"6826","212300","1","49.8","1826"
"6826","212300","1","49.85","1765"
"6826","212300","1","49.9","955"
"6826","212300","1","49.95","1165"
"6826","212300","1","50.0","1046"
"6826","212300","1","50.05","1701"
"6826","212300","1","50.1","2081"
"6826","212300","1","50.15","1807"
"6826","212300","1","50.2","1230"
"6826","212300","1","50.25","1244"
"6826","212300","1","50.3","1248"
"6826","212300","1","50.35","842.9"
"6826","212300","1","50.4","857.1"
"6826","212300","1","50.45","1241"
"6826","212300","1","50.5","1991"
"6826","212300","1","50.55","1002"
"6826","212300","1","50.6","1522"
"6826","212300","1","50.65","915.7"
"6826","212300","1","50.7","341.3"
"6826","212300","1","50.75","348.9"
"6826","212300","1","50.8","878.3"
"6826","212300","1","50.85","1410"
"6826","212300","1","50.9","1290"
"6826","212300","1","50.95","568.1"
"6826","212300","1","51.0","525.1"
"6826","212300","1","51.05","579.9"
"6826","212300","1","51.1","1043"
"6826","212300","1","51.15","1035"
"6826","212300","1","51.2","98.26"
"6826","212300","1","51.25","732.6"
"6826","212300","1","51.3","195.9"
"6826","212300","1","51.35","-252.9"
"6826","212300","1","51.4","635.5"
"6826","212300","1","51.45","595.5"
"6826","212300","1","51.5","-59.24"
"6826","212300","1","51.55","125.4"
"6826","212300","1","51.6","-927.5"
"6826","212300","1","51.65","270.4"
"6826","212300","1","51.7","113.1"
"6826","212300","1","51.75","264.8"
"6826","212300","1","51.8","-352.2"
"6826","212300","1","51.85","10.49"
"6826","212300","1","51.9","326.9"
"6826","212300","1","51.95","-402"
"6826","212300","1","52.0","0"
"6826","212302","2","19.0","0"
"6826","212302","2","19.05","187.2"
"6826","212302","2","19.1","212.6"
"6826","212302","2","19.15","-205.3"
"6826","212302","2","19.2","37.22"
"6826","212302","2","19.25","255.3"
"6826","212302","2","19.3","124.4"
"6826","212302","2","19.35","431.1"
"6826","212302","2","19.4","276.3"
"6826","212302","2","19.45","-15.31"
"6826","212302","2","19.5","469.1"
"6826","212302","2","19.55","177.1"
"6826","212302","2","19.6","181.2"
"6826","212302","2","19.65","349.1"
"6826","212302","2","19.7","640.3"
"6826","212302","2","19.75","-45.88"
"6826","212302","2","19.8","47.69"
"6826","212302","2","19.85","-137.3"
"6826","212302","2","19.9","344.5"
"6826","212302","2","19.95","365.1"
"6826","212302","2","20.0","604.8"
"6826","212302","2","20.05","57.94"
"6826","212302","2","20.1","187"
"6826","212302","2","20.15","332.3"
"6826","212302","2","20.2","898.1"
"6826","212302","2","20.25","987.3"
"6826","212302","2","20.3","622.8"
"6826","212302","2","20.35","438.7"
"6826","212302","2","20.4","1319"
"6826","212302","2","20.45","1362"
"6826","212302","2","20.5","733.2"
"6826","212302","2","20.55","1028"
"6826","212302","2","20.6","733.9"
"6826","212302","2","20.65","894.2"
"6826","212302","2","20.7","685.7"
"6826","212302","2","20.75","1383"
"6826","212302","2","20.8","1889"
"6826","212302","2","20.85","770"
"6826","212302","2","20.9","1956"
"6826","212302","2","20.95","2527"
"6826","212302","2","21.0","1397"
"6826","212302","2","21.05","1406"
"6826","212302","2","21.1","1302"
"6826","212302","2","21.15","1754"
"6826","212302","2","21.2","2466"
"6826","212302","2","21.25","2657"
"6826","212302","2","21.3","2676"
"6826","212302","2","21.35","3136"
"6826","212302","2","21.4","2415"
"6826","212302","2","21.45","3822"
"6826","212302","2","21.5","3520"
"6826","212302","2","21.55","2815"
"6826","212302","2","21.6","3008"
"6826","212302","2","21.65","1355"
"6826","212302","2","21.7","2505"
"6826","212302","2","21.75","2929"
"6826","212302","2","21.8","3670"
"6826","212302","2","21.85","2857"
"6826","212302","2","21.9","2914"
"6826","212302","2","21.95","3267"
"6826","212302","2","22.0","3229"
"6826","212302","2","22.05","2995"
"6826","212302","2","22.1","3613"
"6826","212302","2","22.15","3162"
"6826","212302","2","22.2","3854"
"6826","212302","2","22.25","4044"
"6826","212302","2","22.3","2890"
"6826","212302","2","22.35","3775"
"6826","212302","2","22.4","3533"
"6826","212302","2","22.45","4249"
"6826","212302","2","22.5","3992"
"6826","212302","2","22.55","3624"
"6826","212302","2","22.6","3873"
"6826","212302","2","22.65","4462"
"6826","212302","2","22.7","3920"
"6826","212302","2","22.75","4702"
"6826","212302","2","22.8","3908"
"6826","212302","2","22.85","4014"
"6826","212302","2","22.9","4014"
"6826","212302","2","22.95","3340"
"6826","212302","2","23.0","3331"
"6826","212302","2","23.05","4506"
"6826","212302","2","23.1","3728"
"6826","212302","2","23.15","4415"
"6826","212302","2","23.2","3979"
"6826","212302","2","23.25","3997"
"6826","212302","2","23.3","4024"
"6826","212302","2","23.35","3923"
"6826","212302","2","23.4","4391"
"6826","212302","2","23.45","4464"
"6826","212302","2","23.5","3903"
"6826","212302","2","23.55","4352"
"6826","212302","2","23.6","4621"
"6826","212302","2","23.65","4429"
"6826","212302","2","23.7","3337"
"6826","212302","2","23.75","3871"
"6826","212302","2","23.8","3230"
"6826","212302","2","23.85","3590"
"6826","212302","2","23.9","4994"
"6826","212302","2","23.95","4442"
"6826","212302","2","24.0","4012"
"6826","212302","2","24.05","4584"
"6826","212302","2","24.1","4925"
"6826","212302","2","24.15","4474"
"6826","212302","2","24.2","4019"
"6826","212302","2","24.25","4197"
"6826","212302","2","24.3","3942"
"6826","212302","2","24.35","3967"
"6826","212302","2","24.4","4136"
"6826","212302","2","24.45","4317"
"6826","212302","2","24.5","4070"
"6826","212302","2","24.55","4319"
"6826","212302","2","24.6","4089"
"6826","212302","2","24.65","4325"
"6826","212302","2","24.7","4323"
"6826","212302","2","24.75","4021"
"6826","212302","2","24.8","4251"
"6826","212302","2","24.85","3918"
"6826","212302","2","24.9","3830"
"6826","212302","2","24.95","2933"
"6826","212302","2","25.0","3456"
"6826","212302","2","25.05","2566"
"6826","212302","2","25.1","3821"
"6826","212302","2","25.15","4534"
"6826","212302","2","25.2","3720"
"6826","212302","2","25.25","4706"
"6826","212302","2","25.3","4317"
"6826","212302","2","25.35","4205"
"6826","212302","2","25.4","3645"
"6826","212302","2","25.45","4683"
"6826","212302","2","25.5","3579"
"6826","212302","2","25.55","4294"
"6826","212302","2","25.6","4148"
"6826","212302","2","25.65","3320"
"6826","212302","2","25.7","3296"
"6826","212302","2","25.75","3536"
"6826","212302","2","25.8","4165"
"6826","212302","2","25.85","4484"
"6826","212302","2","25.9","3664"
"6826","212302","2","25.95","3771"
"6826","212302","2","26.0","3803"
"6826","212302","2","26.05","3937"
"6826","212302","2","26.1","3704"
